"MapManBin"	"GO.Term"	"GO.Name"	"GO.Ontolgy"	"GO.depth"	"Bin.Description"
"1.1.1.1.3"	"GO:0046872"	"metal ion binding"	"MF"	5	"Photosynthesis.light-dependent reactions.photosystem II.LHC-II complex.LHCb5-type component"
"1.1.1.1.4"	"GO:0009416"	"response to light stimulus"	"BP"	5	"Photosynthesis.light-dependent reactions.photosystem II.LHC-II complex.LHCb6-type component"
"1.1.1.1.4"	"GO:0009507"	"chloroplast"	"CC"	13	"Photosynthesis.light-dependent reactions.photosystem II.LHC-II complex.LHCb6-type component"
"1.1.1.1.4"	"GO:0009523"	"photosystem II"	"CC"	15	"Photosynthesis.light-dependent reactions.photosystem II.LHC-II complex.LHCb6-type component"
"1.1.1.1.4"	"GO:0009535"	"chloroplast thylakoid membrane"	"CC"	27	"Photosynthesis.light-dependent reactions.photosystem II.LHC-II complex.LHCb6-type component"
"1.1.1.1.4"	"GO:0009536"	"plastid"	"CC"	12	"Photosynthesis.light-dependent reactions.photosystem II.LHC-II complex.LHCb6-type component"
"1.1.1.1.4"	"GO:0009579"	"thylakoid"	"CC"	6	"Photosynthesis.light-dependent reactions.photosystem II.LHC-II complex.LHCb6-type component"
"1.1.1.1.4"	"GO:0009765"	"photosynthesis, light harvesting"	"BP"	8	"Photosynthesis.light-dependent reactions.photosystem II.LHC-II complex.LHCb6-type component"
"1.1.1.1.4"	"GO:0009768"	"photosynthesis, light harvesting in photosystem I"	"BP"	9	"Photosynthesis.light-dependent reactions.photosystem II.LHC-II complex.LHCb6-type component"
"1.1.1.1.4"	"GO:0009941"	"chloroplast envelope"	"CC"	21	"Photosynthesis.light-dependent reactions.photosystem II.LHC-II complex.LHCb6-type component"
"1.1.1.1.4"	"GO:0010287"	"plastoglobule"	"CC"	20	"Photosynthesis.light-dependent reactions.photosystem II.LHC-II complex.LHCb6-type component"
"1.1.1.1.4"	"GO:0015979"	"photosynthesis"	"BP"	5	"Photosynthesis.light-dependent reactions.photosystem II.LHC-II complex.LHCb6-type component"
"1.1.1.1.4"	"GO:0016020"	"membrane"	"CC"	2	"Photosynthesis.light-dependent reactions.photosystem II.LHC-II complex.LHCb6-type component"
"1.1.1.1.4"	"GO:0016021"	"integral component of membrane"	"CC"	5	"Photosynthesis.light-dependent reactions.photosystem II.LHC-II complex.LHCb6-type component"
"1.1.1.1.4"	"GO:0016168"	"chlorophyll binding"	"MF"	6	"Photosynthesis.light-dependent reactions.photosystem II.LHC-II complex.LHCb6-type component"
"1.1.1.1.4"	"GO:0018298"	"protein-chromophore linkage"	"BP"	16	"Photosynthesis.light-dependent reactions.photosystem II.LHC-II complex.LHCb6-type component"
"1.1.1.1.4"	"GO:0031409"	"pigment binding"	"MF"	3	"Photosynthesis.light-dependent reactions.photosystem II.LHC-II complex.LHCb6-type component"
"11.1.1.4"	"GO:0004022"	"alcohol dehydrogenase (NAD) activity"	"MF"	6	"Phytohormone metabolism and perception.abscisic acid.synthesis.xanthoxin oxidase"
"11.1.1.4"	"GO:0005737"	"cytoplasm"	"CC"	6	"Phytohormone metabolism and perception.abscisic acid.synthesis.xanthoxin oxidase"
"11.1.1.4"	"GO:0005829"	"cytosol"	"CC"	8	"Phytohormone metabolism and perception.abscisic acid.synthesis.xanthoxin oxidase"
"11.1.1.4"	"GO:0006561"	"proline biosynthetic process"	"BP"	31	"Phytohormone metabolism and perception.abscisic acid.synthesis.xanthoxin oxidase"
"11.1.1.4"	"GO:0009408"	"response to heat"	"BP"	6	"Phytohormone metabolism and perception.abscisic acid.synthesis.xanthoxin oxidase"
"11.1.1.4"	"GO:0009414"	"response to water deprivation"	"BP"	10	"Phytohormone metabolism and perception.abscisic acid.synthesis.xanthoxin oxidase"
"11.1.1.4"	"GO:0009688"	"abscisic acid biosynthetic process"	"BP"	37	"Phytohormone metabolism and perception.abscisic acid.synthesis.xanthoxin oxidase"
"11.1.1.4"	"GO:0009750"	"response to fructose"	"BP"	9	"Phytohormone metabolism and perception.abscisic acid.synthesis.xanthoxin oxidase"
"11.1.1.4"	"GO:0010115"	"regulation of abscisic acid biosynthetic process"	"BP"	54	"Phytohormone metabolism and perception.abscisic acid.synthesis.xanthoxin oxidase"
"11.1.1.4"	"GO:0010182"	"sugar mediated signaling pathway"	"BP"	20	"Phytohormone metabolism and perception.abscisic acid.synthesis.xanthoxin oxidase"
"11.1.1.4"	"GO:0010301"	"xanthoxin dehydrogenase activity"	"MF"	7	"Phytohormone metabolism and perception.abscisic acid.synthesis.xanthoxin oxidase"
"11.1.1.4"	"GO:0016491"	"oxidoreductase activity"	"MF"	3	"Phytohormone metabolism and perception.abscisic acid.synthesis.xanthoxin oxidase"
"11.1.1.4"	"GO:0055114"	"oxidation-reduction process"	"BP"	3	"Phytohormone metabolism and perception.abscisic acid.synthesis.xanthoxin oxidase"
"11.1.1.5"	"GO:0004854"	"xanthine dehydrogenase activity"	"MF"	6	"Phytohormone metabolism and perception.abscisic acid.synthesis.abscisic aldehyde oxidase"
"11.1.1.5"	"GO:0005829"	"cytosol"	"CC"	8	"Phytohormone metabolism and perception.abscisic acid.synthesis.abscisic aldehyde oxidase"
"11.1.1.5"	"GO:0009055"	"electron transfer activity"	"MF"	4	"Phytohormone metabolism and perception.abscisic acid.synthesis.abscisic aldehyde oxidase"
"11.1.1.5"	"GO:0009115"	"xanthine catabolic process"	"BP"	31	"Phytohormone metabolism and perception.abscisic acid.synthesis.abscisic aldehyde oxidase"
"11.1.1.5"	"GO:0016491"	"oxidoreductase activity"	"MF"	3	"Phytohormone metabolism and perception.abscisic acid.synthesis.abscisic aldehyde oxidase"
"11.1.1.5"	"GO:0016614"	"oxidoreductase activity, acting on CH-OH group of donors"	"MF"	4	"Phytohormone metabolism and perception.abscisic acid.synthesis.abscisic aldehyde oxidase"
"11.1.1.5"	"GO:0022900"	"electron transport chain"	"BP"	7	"Phytohormone metabolism and perception.abscisic acid.synthesis.abscisic aldehyde oxidase"
"11.1.1.5"	"GO:0046872"	"metal ion binding"	"MF"	5	"Phytohormone metabolism and perception.abscisic acid.synthesis.abscisic aldehyde oxidase"
"11.1.1.5"	"GO:0050660"	"flavin adenine dinucleotide binding"	"MF"	12	"Phytohormone metabolism and perception.abscisic acid.synthesis.abscisic aldehyde oxidase"
"11.1.1.5"	"GO:0051536"	"iron-sulfur cluster binding"	"MF"	4	"Phytohormone metabolism and perception.abscisic acid.synthesis.abscisic aldehyde oxidase"
"11.1.1.5"	"GO:0055114"	"oxidation-reduction process"	"BP"	3	"Phytohormone metabolism and perception.abscisic acid.synthesis.abscisic aldehyde oxidase"
"1.1.1.2.10"	"GO:0009507"	"chloroplast"	"CC"	13	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbK"
"1.1.1.2.10"	"GO:0009523"	"photosystem II"	"CC"	15	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbK"
"1.1.1.2.10"	"GO:0009535"	"chloroplast thylakoid membrane"	"CC"	27	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbK"
"1.1.1.2.10"	"GO:0009536"	"plastid"	"CC"	12	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbK"
"1.1.1.2.10"	"GO:0009539"	"photosystem II reaction center"	"CC"	16	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbK"
"1.1.1.2.10"	"GO:0009579"	"thylakoid"	"CC"	6	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbK"
"1.1.1.2.10"	"GO:0015979"	"photosynthesis"	"BP"	5	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbK"
"1.1.1.2.10"	"GO:0016020"	"membrane"	"CC"	2	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbK"
"1.1.1.2.10"	"GO:0016021"	"integral component of membrane"	"CC"	5	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbK"
"1.1.1.2.11"	"GO:0009507"	"chloroplast"	"CC"	13	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbL"
"1.1.1.2.11"	"GO:0009523"	"photosystem II"	"CC"	15	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbL"
"1.1.1.2.11"	"GO:0009535"	"chloroplast thylakoid membrane"	"CC"	27	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbL"
"1.1.1.2.11"	"GO:0009536"	"plastid"	"CC"	12	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbL"
"1.1.1.2.11"	"GO:0009539"	"photosystem II reaction center"	"CC"	16	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbL"
"1.1.1.2.11"	"GO:0009579"	"thylakoid"	"CC"	6	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbL"
"1.1.1.2.11"	"GO:0015979"	"photosynthesis"	"BP"	5	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbL"
"1.1.1.2.11"	"GO:0016020"	"membrane"	"CC"	2	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbL"
"1.1.1.2.11"	"GO:0016021"	"integral component of membrane"	"CC"	5	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbL"
"11.1.2.1.1"	"GO:0004864"	"protein phosphatase inhibitor activity"	"MF"	8	"Phytohormone metabolism and perception.abscisic acid.perception and signaling.receptor complex.PYL/RCAR-type regulatory component"
"11.1.2.1.1"	"GO:0004872"	"receptor activity"	"MF"	3	"Phytohormone metabolism and perception.abscisic acid.perception and signaling.receptor complex.PYL/RCAR-type regulatory component"
"11.1.2.1.1"	"GO:0005515"	"protein binding"	"MF"	3	"Phytohormone metabolism and perception.abscisic acid.perception and signaling.receptor complex.PYL/RCAR-type regulatory component"
"11.1.2.1.1"	"GO:0005634"	"nucleus"	"CC"	10	"Phytohormone metabolism and perception.abscisic acid.perception and signaling.receptor complex.PYL/RCAR-type regulatory component"
"11.1.2.1.1"	"GO:0005737"	"cytoplasm"	"CC"	6	"Phytohormone metabolism and perception.abscisic acid.perception and signaling.receptor complex.PYL/RCAR-type regulatory component"
"11.1.2.1.1"	"GO:0005886"	"plasma membrane"	"CC"	6	"Phytohormone metabolism and perception.abscisic acid.perception and signaling.receptor complex.PYL/RCAR-type regulatory component"
"11.1.2.1.1"	"GO:0009738"	"abscisic acid-activated signaling pathway"	"BP"	30	"Phytohormone metabolism and perception.abscisic acid.perception and signaling.receptor complex.PYL/RCAR-type regulatory component"
"11.1.2.1.1"	"GO:0010427"	"abscisic acid binding"	"MF"	13	"Phytohormone metabolism and perception.abscisic acid.perception and signaling.receptor complex.PYL/RCAR-type regulatory component"
"11.1.2.1.1"	"GO:0016020"	"membrane"	"CC"	2	"Phytohormone metabolism and perception.abscisic acid.perception and signaling.receptor complex.PYL/RCAR-type regulatory component"
"11.1.2.1.1"	"GO:0032515"	"negative regulation of phosphoprotein phosphatase activity"	"BP"	57	"Phytohormone metabolism and perception.abscisic acid.perception and signaling.receptor complex.PYL/RCAR-type regulatory component"
"1.1.1.2.12"	"GO:0009507"	"chloroplast"	"CC"	13	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbM"
"1.1.1.2.12"	"GO:0009523"	"photosystem II"	"CC"	15	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbM"
"1.1.1.2.12"	"GO:0009535"	"chloroplast thylakoid membrane"	"CC"	27	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbM"
"1.1.1.2.12"	"GO:0009536"	"plastid"	"CC"	12	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbM"
"1.1.1.2.12"	"GO:0009579"	"thylakoid"	"CC"	6	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbM"
"1.1.1.2.12"	"GO:0015979"	"photosynthesis"	"BP"	5	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbM"
"1.1.1.2.12"	"GO:0016020"	"membrane"	"CC"	2	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbM"
"1.1.1.2.12"	"GO:0016021"	"integral component of membrane"	"CC"	5	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbM"
"1.1.1.2.12"	"GO:0019684"	"photosynthesis, light reaction"	"BP"	7	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbM"
"11.1.2.1.2"	"GO:0003824"	"catalytic activity"	"MF"	2	"Phytohormone metabolism and perception.abscisic acid.perception and signaling.receptor complex.type-2C protein phosphatase component"
"11.1.2.1.2"	"GO:0004721"	"phosphoprotein phosphatase activity"	"MF"	8	"Phytohormone metabolism and perception.abscisic acid.perception and signaling.receptor complex.type-2C protein phosphatase component"
"11.1.2.1.2"	"GO:0004722"	"protein serine/threonine phosphatase activity"	"MF"	9	"Phytohormone metabolism and perception.abscisic acid.perception and signaling.receptor complex.type-2C protein phosphatase component"
"11.1.2.1.2"	"GO:0006470"	"protein dephosphorylation"	"BP"	19	"Phytohormone metabolism and perception.abscisic acid.perception and signaling.receptor complex.type-2C protein phosphatase component"
"11.1.2.1.2"	"GO:0016787"	"hydrolase activity"	"MF"	3	"Phytohormone metabolism and perception.abscisic acid.perception and signaling.receptor complex.type-2C protein phosphatase component"
"11.1.2.1.2"	"GO:0043169"	"cation binding"	"MF"	4	"Phytohormone metabolism and perception.abscisic acid.perception and signaling.receptor complex.type-2C protein phosphatase component"
"11.1.2.1.2"	"GO:0046872"	"metal ion binding"	"MF"	5	"Phytohormone metabolism and perception.abscisic acid.perception and signaling.receptor complex.type-2C protein phosphatase component"
"1.1.1.2.13"	"GO:0009507"	"chloroplast"	"CC"	13	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbN"
"1.1.1.2.13"	"GO:0009523"	"photosystem II"	"CC"	15	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbN"
"1.1.1.2.13"	"GO:0009536"	"plastid"	"CC"	12	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbN"
"1.1.1.2.13"	"GO:0009539"	"photosystem II reaction center"	"CC"	16	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbN"
"1.1.1.2.13"	"GO:0015979"	"photosynthesis"	"BP"	5	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbN"
"1.1.1.2.13"	"GO:0016020"	"membrane"	"CC"	2	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbN"
"1.1.1.2.13"	"GO:0016021"	"integral component of membrane"	"CC"	5	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbN"
"1.1.1.2.14"	"GO:0005509"	"calcium ion binding"	"MF"	6	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbO"
"1.1.1.2.14"	"GO:0009507"	"chloroplast"	"CC"	13	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbO"
"1.1.1.2.14"	"GO:0009523"	"photosystem II"	"CC"	15	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbO"
"1.1.1.2.14"	"GO:0009535"	"chloroplast thylakoid membrane"	"CC"	27	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbO"
"1.1.1.2.14"	"GO:0009536"	"plastid"	"CC"	12	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbO"
"1.1.1.2.14"	"GO:0009579"	"thylakoid"	"CC"	6	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbO"
"1.1.1.2.14"	"GO:0009654"	"photosystem II oxygen evolving complex"	"CC"	19	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbO"
"1.1.1.2.14"	"GO:0015979"	"photosynthesis"	"BP"	5	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbO"
"1.1.1.2.14"	"GO:0016020"	"membrane"	"CC"	2	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbO"
"1.1.1.2.14"	"GO:0019898"	"extrinsic component of membrane"	"CC"	4	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbO"
"1.1.1.2.14"	"GO:0042549"	"photosystem II stabilization"	"BP"	16	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbO"
"1.1.1.2.15"	"GO:0005509"	"calcium ion binding"	"MF"	6	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbP"
"1.1.1.2.15"	"GO:0009507"	"chloroplast"	"CC"	13	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbP"
"1.1.1.2.15"	"GO:0009523"	"photosystem II"	"CC"	15	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbP"
"1.1.1.2.15"	"GO:0009536"	"plastid"	"CC"	12	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbP"
"1.1.1.2.15"	"GO:0009654"	"photosystem II oxygen evolving complex"	"CC"	19	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbP"
"1.1.1.2.15"	"GO:0015979"	"photosynthesis"	"BP"	5	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbP"
"1.1.1.2.15"	"GO:0019898"	"extrinsic component of membrane"	"CC"	4	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbP"
"1.1.1.2.16"	"GO:0005509"	"calcium ion binding"	"MF"	6	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbQ"
"1.1.1.2.16"	"GO:0009507"	"chloroplast"	"CC"	13	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbQ"
"1.1.1.2.16"	"GO:0009523"	"photosystem II"	"CC"	15	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbQ"
"1.1.1.2.16"	"GO:0009535"	"chloroplast thylakoid membrane"	"CC"	27	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbQ"
"1.1.1.2.16"	"GO:0009536"	"plastid"	"CC"	12	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbQ"
"1.1.1.2.16"	"GO:0009579"	"thylakoid"	"CC"	6	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbQ"
"1.1.1.2.16"	"GO:0009654"	"photosystem II oxygen evolving complex"	"CC"	19	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbQ"
"1.1.1.2.16"	"GO:0015979"	"photosynthesis"	"BP"	5	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbQ"
"1.1.1.2.16"	"GO:0016020"	"membrane"	"CC"	2	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbQ"
"1.1.1.2.16"	"GO:0019898"	"extrinsic component of membrane"	"CC"	4	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbQ"
"1.1.1.2.17"	"GO:0009507"	"chloroplast"	"CC"	13	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbR"
"1.1.1.2.17"	"GO:0009523"	"photosystem II"	"CC"	15	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbR"
"1.1.1.2.17"	"GO:0009534"	"chloroplast thylakoid"	"CC"	21	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbR"
"1.1.1.2.17"	"GO:0009535"	"chloroplast thylakoid membrane"	"CC"	27	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbR"
"1.1.1.2.17"	"GO:0009536"	"plastid"	"CC"	12	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbR"
"1.1.1.2.17"	"GO:0009579"	"thylakoid"	"CC"	6	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbR"
"1.1.1.2.17"	"GO:0009654"	"photosystem II oxygen evolving complex"	"CC"	19	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbR"
"1.1.1.2.17"	"GO:0009735"	"response to cytokinin"	"BP"	7	"Photosynthesis.light-dependent reactions.photosystem II.PS-II complex.component PsbR"
